id,name,height,weight,hp,attack,defense,s_attack,s_defense,speed,type,evo_set,info,total_stats,physical_bias,offensive_bias,stat_variance,weight_height_ratio,evo_set_size,hp_category,attack_category,defense_category,s_attack_category,s_defense_category,speed_category,total_stats_category
814,raboot,6,90,65,86,60,55,60,94,{fire},431,Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.,420,1.2695652173913043,1.175,213.66666666666666,15.0,3,Low,Medium,Low,Low,Low,High,Medium
815,cinderace,14,330,80,116,75,65,75,119,{fire},431,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched.",530,1.3642857142857143,1.2066666666666668,445.88888888888886,23.571428571428573,3,Medium,High,Medium,Low,Medium,High,Very High
816,sobble,3,40,50,40,40,70,40,70,{water},432,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping.",310,0.7272727272727273,1.375,180.55555555555557,13.333333333333334,3,Very Low,Very Low,Very Low,Medium,Very Low,Medium,Low
817,drizzile,7,115,65,60,55,95,55,90,{water},432,"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms.",420,0.7666666666666667,1.4090909090909092,266.6666666666667,16.428571428571427,3,Low,Low,Low,High,Low,High,Medium
818,inteleon,19,452,70,85,65,125,65,120,{water},432,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air.",530,0.7894736842105263,1.6153846153846154,630.5555555555557,23.789473684210527,3,Medium,Medium,Low,High,Low,High,Very High
819,skwovet,3,25,70,55,55,35,35,25,{normal},433,"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries.",275,1.5714285714285714,1.0,236.80555555555557,8.333333333333334,2,Medium,Very Low,Low,Very Low,Very Low,Very Low,Very Low
820,greedent,6,60,120,95,95,55,75,20,{normal},433,"It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss.",460,1.4615384615384615,0.8823529411764706,1038.888888888889,10.0,2,High,Medium,High,Low,Medium,Very Low,Medium
821,rookidee,2,18,38,47,35,33,35,57,{flying},434,"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit.",245,1.2058823529411764,1.1428571428571428,72.80555555555556,9.0,3,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Very Low
822,corvisquire,8,160,68,67,55,43,55,77,{flying},434,"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies.",365,1.2448979591836735,1.0,122.80555555555556,20.0,3,Low,Low,Low,Very Low,Low,Medium,Low
823,corviknight,22,750,98,87,105,53,85,67,"{flying,steel}",434,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.,495,1.391304347826087,0.7368421052631579,313.9166666666667,34.09090909090909,3,High,Medium,High,Low,Medium,Medium,High
824,blipbug,4,80,25,20,20,25,45,45,{bug},435,"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t.",180,0.5714285714285714,0.6923076923076923,116.66666666666667,20.0,3,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low
825,dottler,4,195,50,35,80,50,90,30,"{bug,psychic}",435,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers.",335,0.8214285714285714,0.5,486.8055555555556,48.75,3,Very Low,Very Low,Medium,Low,High,Very Low,Low
826,orbeetle,4,408,60,45,110,80,120,90,"{bug,psychic}",435,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power.",505,0.775,0.5434782608695652,686.8055555555555,102.0,3,Low,Very Low,High,Medium,High,High,High
827,nickit,6,89,40,28,28,47,52,50,{dark},436,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains.",245,0.5656565656565656,0.9375,96.1388888888889,14.833333333333334,2,Very Low,Very Low,Very Low,Very Low,Low,Low,Very Low
828,thievul,12,199,70,58,58,87,92,90,{dark},436,"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it.",455,0.6480446927374302,0.9666666666666667,209.4722222222222,16.583333333333332,2,Medium,Low,Low,Medium,High,High,Medium
829,gossifleur,4,22,40,40,60,40,60,10,{grass},437,"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly.",250,1.0,0.6666666666666666,280.55555555555554,5.5,2,Very Low,Very Low,Low,Very Low,Low,Very Low,Very Low
830,eldegoss,5,25,60,50,90,80,120,60,{grass},437,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.,460,0.7,0.6190476190476191,555.5555555555555,5.0,2,Low,Very Low,Medium,Medium,High,Low,Medium
831,wooloo,6,60,42,40,55,40,45,48,{normal},438,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed.",270,1.1176470588235294,0.8,28.0,10.0,2,Very Low,Very Low,Low,Very Low,Very Low,Low,Very Low
832,dubwool,13,430,72,80,100,60,90,88,{normal},438,"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it.",490,1.2,0.7368421052631579,168.55555555555554,33.07692307692308,2,Medium,Medium,High,Low,High,Medium,High
833,chewtle,3,85,50,64,50,38,38,44,{water},439,Apparently the itch of its teething impels it to snap its jaws at anything in front of it.,284,1.5,1.1590909090909092,79.55555555555556,28.333333333333332,2,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low
834,drednaw,10,1155,90,115,90,48,68,74,"{water,rock}",439,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey.",485,1.7672413793103448,1.0316455696202531,437.4722222222222,115.5,2,High,High,Medium,Low,Medium,Medium,High
835,yamper,3,135,59,45,50,40,50,26,{electric},440,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail.",270,1.0555555555555556,0.85,105.33333333333333,45.0,2,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low
836,boltund,10,340,69,90,60,90,60,121,{electric},440,This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.,490,1.0,1.5,464.2222222222222,34.0,2,Medium,Medium,Low,Medium,Low,High,High
837,rolycoly,3,120,30,40,50,40,50,30,{rock},441,"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago.",240,1.0,0.8,66.66666666666667,40.0,3,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low
838,carkol,11,780,80,60,90,60,70,50,"{rock,fire}",441,It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.,410,1.1538461538461537,0.75,180.55555555555554,70.9090909090909,3,Medium,Low,Medium,Low,Medium,Low,Medium
839,coalossal,28,3105,110,80,120,80,90,30,"{rock,fire}",441,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit.",510,1.1764705882352942,0.7619047619047619,825.0,110.89285714285714,3,High,Medium,High,Medium,High,Very Low,High
840,applin,2,5,40,40,80,40,40,20,"{grass,dragon}",442,"It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more.",260,1.5,0.6666666666666666,322.22222222222223,2.5,5,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,Very Low
841,flapple,3,10,70,110,80,95,60,70,"{grass,dragon}",442,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns.",485,1.2258064516129032,1.4642857142857142,286.8055555555556,3.3333333333333335,5,Medium,High,Medium,High,Low,Medium,High
842,appletun,4,130,110,85,80,100,80,30,"{grass,dragon}",442,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on.",485,0.9166666666666666,1.15625,636.8055555555555,32.5,5,High,Medium,Medium,High,Medium,Very Low,High
843,silicobra,22,76,52,57,75,35,50,46,{ground},443,"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand.",315,1.5529411764705883,0.736,146.91666666666666,3.4545454545454546,2,Low,Low,Medium,Very Low,Very Low,Low,Low
844,sandaconda,38,655,72,107,125,65,70,71,{ground},443,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened.",510,1.7185185185185186,0.882051282051282,512.3333333333334,17.236842105263158,2,Medium,High,High,Low,Medium,Medium,High
845,cramorant,8,180,70,85,55,85,95,85,"{flying,water}",444,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.",475,0.7777777777777778,1.1333333333333333,170.13888888888889,22.5,1,Medium,Medium,Low,Medium,High,Medium,Medium
846,arrokuda,5,10,41,63,40,40,30,66,{water},445,"If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw.",280,1.4714285714285715,1.4714285714285715,173.2222222222222,2.0,2,Very Low,Low,Very Low,Very Low,Very Low,Medium,Very Low
847,barraskewda,13,300,61,123,60,60,50,136,{water},445,"This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too.",490,1.6636363636363636,1.6636363636363636,1171.5555555555557,23.076923076923077,2,Low,High,Low,Low,Very Low,High,High
848,toxel,4,110,40,38,35,54,35,40,"{electric,poison}",446,"It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows.",242,0.8202247191011236,1.3142857142857143,41.55555555555556,27.5,2,Very Low,Very Low,Very Low,Low,Very Low,Very Low,Very Low
849,toxtricity,16,400,75,98,70,114,70,75,"{electric,poison}",446,"When this Pokémon sounds as if it’s strumming a guitar, it’s actually clawing at the protrusions on its chest to generate electricity.",502,0.9130434782608695,1.5142857142857142,274.8888888888889,25.0,2,Medium,Medium,Low,High,Medium,Medium,High
850,sizzlipede,7,10,50,65,45,50,50,45,"{fire,bug}",447,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.,305,1.1,1.2105263157894737,45.13888888888889,1.4285714285714286,2,Very Low,Low,Very Low,Low,Very Low,Very Low,Very Low
851,centiskorch,30,1200,100,115,65,90,90,65,"{fire,bug}",447,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies.",525,1.0,1.3225806451612903,322.9166666666667,40.0,2,High,High,Low,Medium,High,Low,High
852,clobbopus,6,40,50,68,60,50,50,32,{fighting},448,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.",310,1.28,1.0727272727272728,121.88888888888887,6.666666666666667,2,Very Low,Low,Low,Low,Very Low,Very Low,Low
853,grapploct,16,390,80,118,90,70,80,42,{fighting},448,A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.,480,1.3866666666666667,1.1058823529411765,514.6666666666666,24.375,2,Medium,High,Medium,Medium,Medium,Very Low,Medium
854,sinistea,1,2,40,45,45,74,54,50,{ghost},449,"This Pokémon is said to have been born when a lonely spirit possessed a cold, leftover cup of tea.",308,0.703125,1.202020202020202,121.8888888888889,2.0,2,Very Low,Very Low,Very Low,Medium,Low,Low,Very Low
855,polteageist,2,4,60,65,65,134,114,70,{ghost},449,"This species lives in antique teapots. Most pots are forgeries, but on rare occasions, an authentic work is found.",508,0.5241935483870968,1.111731843575419,815.2222222222222,2.0,2,Low,Low,Low,High,High,Medium,High
856,hatenna,4,34,42,30,45,56,53,39,{psychic},450,"Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you.",265,0.6880733944954128,0.8775510204081632,75.13888888888889,8.5,3,Very Low,Very Low,Very Low,Low,Low,Very Low,Very Low
857,hattrem,6,48,57,40,65,86,73,49,{psychic},450,"No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently.",370,0.660377358490566,0.9130434782608695,230.55555555555554,8.0,3,Low,Very Low,Low,Medium,Medium,Low,Low
858,hatterene,21,51,57,90,95,136,103,29,"{psychic,fairy}",450,It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.,510,0.7740585774058577,1.1414141414141414,1161.6666666666667,2.4285714285714284,3,Low,Medium,High,High,High,Very Low,High
859,impidimp,4,55,45,45,30,55,40,50,"{dark,fairy}",451,"Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy.",265,0.7894736842105263,1.4285714285714286,61.80555555555555,13.75,3,Very Low,Very Low,Very Low,Low,Very Low,Low,Very Low
860,morgrem,8,125,65,60,45,75,55,70,"{dark,fairy}",451,"When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair.",370,0.8076923076923077,1.35,97.22222222222223,15.625,3,Low,Low,Very Low,Medium,Low,Medium,Low
861,grimmsnarl,15,610,95,120,65,95,75,60,"{dark,fairy}",451,"With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp.",510,1.088235294117647,1.5357142857142858,425.0,40.666666666666664,3,High,High,Low,High,Medium,Low,High
862,obstagoon,16,460,93,90,101,60,81,95,"{dark,normal}",134,Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.,520,1.3546099290780143,0.8241758241758241,178.22222222222226,28.75,3,High,Medium,High,Low,Medium,High,High
863,perrserker,8,280,70,110,100,50,60,50,{steel},22,What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.,440,1.9090909090909092,1.0,555.5555555555555,35.0,3,Medium,High,High,Low,Low,Low,Medium
864,cursola,10,4,60,95,50,145,130,30,{ghost},113,Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.,510,0.5272727272727272,1.3333333333333333,1766.6666666666667,0.4,2,Low,Medium,Very Low,High,High,Very Low,High
865,sirfetchd,8,1170,62,135,95,68,82,65,{fighting},35,"Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat.",507,1.5333333333333334,1.1468926553672316,637.5833333333334,146.25,2,Low,High,High,Medium,Medium,Low,High
866,mr-rime,15,582,80,85,75,110,100,70,"{ice,psychic}",57,It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.,520,0.7619047619047619,1.1142857142857143,197.22222222222226,38.8,3,Medium,Medium,Medium,High,High,Medium,High
867,runerigus,16,666,58,95,145,50,105,30,"{ground,ghost}",287,"A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move.",483,1.5483870967741935,0.58,1492.9166666666667,41.625,3,Low,Medium,High,Low,High,Very Low,High
868,milcery,2,3,45,40,40,50,61,34,{fairy},452,This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.,270,0.7207207207207207,0.8910891089108911,75.33333333333333,1.5,2,Very Low,Very Low,Very Low,Low,Low,Very Low,Very Low
869,alcremie,3,5,65,60,75,110,121,64,{fairy},452,"When it trusts a Trainer, it will treat them to berries it’s decorated with cream.",495,0.5844155844155844,0.8673469387755102,574.9166666666666,1.6666666666666667,2,Low,Low,Medium,High,High,Low,High
870,falinks,30,620,65,100,100,70,60,75,{fighting},453,"Five of them are troopers, and one is the brass. The brass’s orders are absolute.",470,1.5384615384615385,1.0625,255.55555555555554,20.666666666666668,1,Low,Medium,High,Medium,Low,Medium,Medium
871,pincurchin,3,10,48,101,95,91,85,15,{electric},454,"It feeds on seaweed, using its teeth to scrape it off rocks. Electric current flows from the tips of its spines.",435,1.1136363636363635,1.0666666666666667,953.9166666666666,3.3333333333333335,1,Very Low,High,High,High,Medium,Very Low,Medium
872,snom,3,38,30,25,35,45,30,20,"{ice,bug}",455,"It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps.",185,0.8,1.0769230769230769,61.805555555555564,12.666666666666666,2,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low
873,frosmoth,13,420,70,65,60,125,90,65,"{ice,bug}",455,Icy scales fall from its wings like snow as it flies over fields and mountains. The temperature of its wings is less than −290 degrees Fahrenheit.,475,0.5813953488372093,1.2666666666666666,511.8055555555555,32.30769230769231,2,Medium,Low,Low,High,High,Low,Medium
874,stonjourner,25,5200,100,125,135,20,20,70,{rock},456,"It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks.",470,6.5,0.9354838709677419,2122.2222222222226,208.0,1,High,High,High,Very Low,Very Low,Medium,Medium
875,eiscue,14,890,75,80,110,65,90,50,{ice},457,It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.,470,1.2258064516129032,0.725,355.5555555555556,63.57142857142857,1,Medium,Medium,High,Low,High,Low,Medium
876,indeedee,9,280,60,65,55,105,95,95,"{psychic,normal}",458,"It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need.",475,0.6,1.1333333333333333,386.8055555555556,31.11111111111111,1,Low,Low,Low,High,High,High,Medium
877,morpeko,3,30,58,95,58,70,58,97,"{electric,dark}",459,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity.",436,1.1953125,1.4224137931034482,290.55555555555554,10.0,1,Low,Medium,Low,Medium,Low,High,Medium
878,cufant,12,1000,72,80,49,40,49,40,{steel},460,"It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all.",330,1.449438202247191,1.2244897959183674,239.33333333333334,83.33333333333333,2,Medium,Medium,Very Low,Very Low,Very Low,Very Low,Low
879,copperajah,30,6500,122,130,69,80,69,30,{steel},460,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.,500,1.3355704697986577,1.5217391304347827,1156.5555555555554,216.66666666666666,2,High,High,Low,Medium,Medium,Very Low,High
880,dracozolt,18,1900,90,100,90,80,70,75,"{electric,dragon}",461,"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources.",505,1.2666666666666666,1.125,103.47222222222221,105.55555555555556,1,High,Medium,Medium,Medium,Medium,Medium,High
881,arctozolt,23,1500,90,100,90,90,80,55,"{electric,ice}",462,The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.,505,1.1176470588235294,1.1176470588235294,203.4722222222222,65.21739130434783,1,High,Medium,Medium,Medium,Medium,Low,High
882,dracovish,23,2150,90,90,100,70,80,75,"{water,dragon}",463,Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.,505,1.2666666666666666,0.8888888888888888,103.47222222222223,93.47826086956522,1,High,Medium,High,Medium,Medium,Medium,High
883,arctovish,20,1750,90,90,100,80,90,55,"{water,ice}",464,"Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head.",505,1.1176470588235294,0.8947368421052632,203.4722222222222,87.5,1,High,Medium,High,Medium,High,Low,High
884,duraludon,18,400,70,95,115,120,50,85,"{steel,dragon}",465,"Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily.",535,1.2352941176470589,1.303030303030303,595.1388888888889,22.22222222222222,2,Medium,Medium,High,High,Very Low,Medium,Very High
885,dreepy,5,20,28,60,30,40,30,82,"{dragon,ghost}",466,"After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas.",270,1.2857142857142858,1.6666666666666667,393.0,4.0,3,Very Low,Low,Very Low,Very Low,Very Low,Medium,Very Low
886,drakloak,14,110,68,80,50,60,50,102,"{dragon,ghost}",466,It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.,410,1.1818181818181819,1.4,335.22222222222223,7.857142857142857,3,Low,Medium,Very Low,Low,Very Low,High,Medium
887,dragapult,30,500,88,120,75,100,75,142,"{dragon,ghost}",466,"When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles.",600,1.1142857142857143,1.4666666666666666,593.0,16.666666666666668,3,High,High,Medium,High,Medium,High,Very High
888,zacian,28,1100,92,120,115,80,115,138,{fairy},467,"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle.",660,1.205128205128205,0.8695652173913043,359.6666666666667,39.285714285714285,1,High,High,High,Medium,High,High,Very High
889,zamazenta,29,2100,92,120,115,80,115,138,{fighting},468,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle.",660,1.205128205128205,0.8695652173913043,359.6666666666667,72.41379310344827,1,High,High,High,Medium,High,High,Very High
890,eternatus,200,9500,140,85,95,145,95,130,"{poison,dragon}",469,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.,690,0.75,1.2105263157894737,575.0,47.5,1,High,Medium,High,High,High,High,Very High
891,kubfu,6,120,60,90,60,53,50,72,{fighting},470,Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.,385,1.4563106796116505,1.3,181.47222222222226,20.0,2,Low,Medium,Low,Low,Very Low,Medium,Low
892,urshifu,19,1050,100,130,100,63,60,97,"{fighting,dark}",470,This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.,550,1.8699186991869918,1.20625,576.8888888888888,55.26315789473684,2,High,High,High,Low,Low,High,Very High
893,zarude,18,700,105,120,105,70,95,105,"{dark,grass}",471,"Within dense forests, this Pokémon lives in a pack with others of its kind. It’s incredibly aggressive, and the other Pokémon of the forest fear it.",600,1.3636363636363635,0.95,233.33333333333334,38.888888888888886,1,High,High,High,Medium,High,High,Very High
894,regieleki,12,1450,80,100,50,100,50,200,{electric},472,This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power.,580,1.0,2.0,2555.5555555555557,120.83333333333333,1,Medium,Medium,Very Low,High,Very Low,High,Very High
895,regidrago,21,2000,200,100,50,100,50,80,{dragon},473,An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven.,580,1.0,2.0,2555.555555555556,95.23809523809524,1,High,Medium,Very Low,High,Very Low,Medium,Very High
896,glastrier,22,8000,100,145,130,65,110,30,{ice},474,"Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force.",580,1.5714285714285714,0.875,1513.8888888888887,363.6363636363636,1,High,High,High,Low,High,Very Low,Very High
897,spectrier,20,445,100,65,60,145,80,130,{ghost},475,It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.,580,0.5555555555555556,1.5,1013.888888888889,22.25,1,High,Low,Low,High,Medium,High,Very High
898,calyrex,11,77,100,80,80,80,80,80,"{psychic,grass}",476,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore.",500,1.0,1.0,55.555555555555564,7.0,1,High,Medium,Medium,Medium,Medium,Medium,High
899,wyrdeer,18,951,103,105,72,105,75,65,"{normal,psychic}",120,The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.,525,0.9833333333333333,1.4285714285714286,292.5833333333333,52.833333333333336,2,High,High,Medium,High,Medium,Low,High
900,kleavor,18,890,70,135,95,45,70,85,"{bug,rock}",58,"A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one's only recourse is to flee.",500,2.0,1.0909090909090908,772.2222222222222,49.44444444444444,3,Medium,High,High,Very Low,Medium,Medium,High
901,ursaluna,24,2900,130,140,105,45,80,50,"{ground,normal}",110,I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.,550,1.96,1.0,1338.888888888889,120.83333333333333,3,High,High,High,Very Low,Medium,Low,Very High
902,basculegion,30,1100,120,112,65,80,75,78,"{water,ghost}",280,Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.,530,1.1419354838709677,1.3714285714285714,410.22222222222223,36.666666666666664,2,High,High,Low,Medium,Medium,Medium,Very High
903,sneasler,13,430,80,130,60,40,80,120,"{fighting,poison}",109,"Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs.",510,1.5833333333333333,1.2142857142857142,991.6666666666666,33.07692307692308,3,Medium,High,Low,Very Low,Medium,High,High
904,overqwil,25,605,85,115,95,65,65,85,"{dark,poison}",106,Its lancelike spikes and savage temperament have earned it the nickname ”sea fiend.” It slurps up poison to nourish itself.,510,1.6153846153846154,1.125,300.0,24.2,2,Medium,High,High,Low,Low,Medium,High
905,enamorus,16,480,74,115,70,135,80,106,"{fairy,flying}",477,"When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon's love gives rise to the budding of fresh life across Hisui.",580,0.8604651162790697,1.6666666666666667,565.8888888888888,30.0,1,Medium,High,Low,High,Medium,High,Very High
906,sprigatito,4,41,40,61,54,45,45,65,{grass},478,Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out.,310,1.2777777777777777,1.0707070707070707,82.55555555555556,10.25,3,Very Low,Low,Low,Very Low,Very Low,Low,Low
907,floragato,9,122,61,80,63,60,63,83,{grass},478,"Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents.",410,1.1626016260162602,1.1111111111111112,88.55555555555556,13.555555555555555,3,Low,Medium,Low,Low,Low,Medium,Medium
908,meowscarada,15,312,76,110,70,81,70,123,"{grass,dark}",478,"This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating.",530,1.1920529801324504,1.3642857142857143,424.88888888888886,20.8,3,Medium,High,Low,Medium,Medium,High,Very High
909,fuecoco,4,98,67,45,59,63,40,36,{fire},479,It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy.,310,1.0097087378640777,1.0909090909090908,140.55555555555557,24.5,3,Low,Very Low,Low,Low,Very Low,Very Low,Low
910,crocalor,10,307,81,55,78,90,58,49,{fire},479,The combination of Crocalor’s fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the Pokémon’s head.,411,0.8986486486486487,1.0661764705882353,230.25,30.7,3,Medium,Very Low,Medium,Medium,Low,Low,Medium
911,skeledirge,16,3265,104,75,100,110,75,66,"{fire,ghost}",479,The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirge’s head gained a soul.,530,0.9459459459459459,1.0571428571428572,284.22222222222223,204.0625,3,High,Low,High,High,Medium,Medium,Very High
912,quaxly,5,61,55,65,45,50,45,50,{water},480,"This Pokémon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime.""",310,1.1578947368421053,1.2777777777777777,47.22222222222222,12.2,3,Low,Low,Very Low,Low,Very Low,Low,Low
913,quaxwell,12,215,70,85,65,65,60,65,{water},480,"These Pokémon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully.",410,1.2,1.2,63.88888888888889,17.916666666666668,3,Medium,Medium,Low,Low,Low,Low,Medium
914,quaquaval,18,619,85,120,80,85,75,85,"{water,fighting}",480,A single kick from a Quaquaval can send a truck rolling. This Pokémon uses its powerful legs to perform striking dances from far-off lands.,530,1.25,1.3225806451612903,213.88888888888889,34.388888888888886,3,Medium,High,Medium,Medium,Medium,Medium,Very High
915,lechonk,5,102,54,45,40,35,45,35,{normal},481,It searches for food all day. It possesses a keen sense of smell but doesn’t use it for anything other than foraging.,254,1.0625,0.9411764705882353,43.888888888888886,20.4,2,Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low
